FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01012991,2019,Score,,18.845,a. Index of Multiple Deprivation (IMD)
E01013032,2019,Score,,13.423,a. Index of Multiple Deprivation (IMD)
E01013300,2019,Score,,46.74,a. Index of Multiple Deprivation (IMD)
E01014462,2019,Score,,38.991,a. Index of Multiple Deprivation (IMD)
E01013174,2019,Score,,55.055,a. Index of Multiple Deprivation (IMD)
E01014573,2019,Score,,20.938,a. Index of Multiple Deprivation (IMD)
E01015766,2019,Score,,14.962,a. Index of Multiple Deprivation (IMD)
E01014400,2019,Score,,9.504,a. Index of Multiple Deprivation (IMD)
E01015730,2019,Score,,28.374,a. Index of Multiple Deprivation (IMD)
E01015583,2019,Score,,10.626,a. Index of Multiple Deprivation (IMD)
E01015320,2019,Score,,9.549,a. Index of Multiple Deprivation (IMD)
E01015714,2019,Score,,18.029,a. Index of Multiple Deprivation (IMD)
E01014529,2019,Score,,34.094,a. Index of Multiple Deprivation (IMD)
E01016579,2019,Score,,12.029,a. Index of Multiple Deprivation (IMD)
E01016595,2019,Score,,7.654,a. Index of Multiple Deprivation (IMD)
E01016523,2019,Score,,5.224,a. Index of Multiple Deprivation (IMD)
E01016539,2019,Score,,5.215,a. Index of Multiple Deprivation (IMD)
E01014329,2019,Score,,34.501,a. Index of Multiple Deprivation (IMD)
E01014364,2019,Score,,30.002,a. Index of Multiple Deprivation (IMD)
E01014302,2019,Score,,44.912,a. Index of Multiple Deprivation (IMD)
E01017317,2019,Score,,20.588,a. Index of Multiple Deprivation (IMD)
E01016807,2019,Score,,18.329,a. Index of Multiple Deprivation (IMD)
E01016884,2019,Score,,20.08,a. Index of Multiple Deprivation (IMD)
E01016783,2019,Score,,10.428,a. Index of Multiple Deprivation (IMD)
E01016786,2019,Score,,9.222,a. Index of Multiple Deprivation (IMD)
E01016991,2019,Score,,17.978,a. Index of Multiple Deprivation (IMD)
E01016992,2019,Score,,7.609,a. Index of Multiple Deprivation (IMD)
E01016899,2019,Score,,11.718,a. Index of Multiple Deprivation (IMD)
E01018051,2019,Score,,16.403,a. Index of Multiple Deprivation (IMD)
E01018172,2019,Score,,7.55,a. Index of Multiple Deprivation (IMD)
E01017937,2019,Score,,1.034,a. Index of Multiple Deprivation (IMD)
E01016983,2019,Score,,4.634,a. Index of Multiple Deprivation (IMD)
E01017994,2019,Score,,14.353,a. Index of Multiple Deprivation (IMD)
E01018110,2019,Score,,14.519,a. Index of Multiple Deprivation (IMD)
E01018076,2019,Score,,17.082,a. Index of Multiple Deprivation (IMD)
E01033658,2019,Score,,23.062,a. Index of Multiple Deprivation (IMD)
E01033663,2019,Score,,30.223,a. Index of Multiple Deprivation (IMD)
E01018479,2019,Score,,20.719,a. Index of Multiple Deprivation (IMD)
E01018500,2019,Score,,8.078,a. Index of Multiple Deprivation (IMD)
E01033717,2019,Score,,8.445,a. Index of Multiple Deprivation (IMD)
E01014593,2019,Score,,68.352,a. Index of Multiple Deprivation (IMD)
E01014698,2019,Score,,11.478,a. Index of Multiple Deprivation (IMD)
E01014718,2019,Score,,4.712,a. Index of Multiple Deprivation (IMD)
E01018553,2019,Score,,37.717,a. Index of Multiple Deprivation (IMD)
E01033665,2019,Score,,35.556,a. Index of Multiple Deprivation (IMD)
E01018504,2019,Score,,21.277,a. Index of Multiple Deprivation (IMD)
E01018539,2019,Score,,35.741,a. Index of Multiple Deprivation (IMD)
E01026834,2019,Score,,41.024,a. Index of Multiple Deprivation (IMD)
E01026889,2019,Score,,11.864,a. Index of Multiple Deprivation (IMD)
E01033708,2019,Score,,20.118,a. Index of Multiple Deprivation (IMD)
E01016623,2019,Score,,3.309,a. Index of Multiple Deprivation (IMD)
E01016643,2019,Score,,2.535,a. Index of Multiple Deprivation (IMD)
E01016067,2019,Score,,27.005,a. Index of Multiple Deprivation (IMD)
E01016612,2019,Score,,3.7,a. Index of Multiple Deprivation (IMD)
E01017183,2019,Score,,10.508,a. Index of Multiple Deprivation (IMD)
E01017047,2019,Score,,16.508,a. Index of Multiple Deprivation (IMD)
E01016680,2019,Score,,13.27,a. Index of Multiple Deprivation (IMD)
E01017233,2019,Score,,23.683,a. Index of Multiple Deprivation (IMD)
E01016415,2019,Score,,38.924,a. Index of Multiple Deprivation (IMD)
E01016514,2019,Score,,23.218,a. Index of Multiple Deprivation (IMD)
E01016390,2019,Score,,21.214,a. Index of Multiple Deprivation (IMD)
E01016412,2019,Score,,7.252,a. Index of Multiple Deprivation (IMD)
E01015966,2019,Score,,12.698,a. Index of Multiple Deprivation (IMD)
E01016028,2019,Score,,12.393,a. Index of Multiple Deprivation (IMD)
E01015955,2019,Score,,12.485,a. Index of Multiple Deprivation (IMD)
E01027508,2019,Score,,9.792,a. Index of Multiple Deprivation (IMD)
E01027246,2019,Score,,40.102,a. Index of Multiple Deprivation (IMD)
E01027092,2019,Score,,19.611,a. Index of Multiple Deprivation (IMD)
E01027469,2019,Score,,2.686,a. Index of Multiple Deprivation (IMD)
E01027027,2019,Score,,4.919,a. Index of Multiple Deprivation (IMD)
E01018059,2019,Score,,17.891,a. Index of Multiple Deprivation (IMD)
E01027330,2019,Score,,31.934,a. Index of Multiple Deprivation (IMD)
E01026908,2019,Score,,5.646,a. Index of Multiple Deprivation (IMD)
E01017398,2019,Score,,6.187,a. Index of Multiple Deprivation (IMD)
E01017246,2019,Score,,26.962,a. Index of Multiple Deprivation (IMD)
E01027113,2019,Score,,18.26,a. Index of Multiple Deprivation (IMD)
E01027237,2019,Score,,15.693,a. Index of Multiple Deprivation (IMD)
E01017375,2019,Score,,6.525,a. Index of Multiple Deprivation (IMD)
E01027071,2019,Score,,9.304,a. Index of Multiple Deprivation (IMD)
E01017159,2019,Score,,19.503,a. Index of Multiple Deprivation (IMD)
E01004104,2019,Score,,4.084,a. Index of Multiple Deprivation (IMD)
E01004192,2019,Score,,11.343,a. Index of Multiple Deprivation (IMD)
E01004069,2019,Score,,9.326,a. Index of Multiple Deprivation (IMD)
E01003428,2019,Score,,9.369,a. Index of Multiple Deprivation (IMD)
E01004186,2019,Score,,13.757,a. Index of Multiple Deprivation (IMD)
E01003656,2019,Score,,27.96,a. Index of Multiple Deprivation (IMD)
E01004130,2019,Score,,10.222,a. Index of Multiple Deprivation (IMD)
E01004094,2019,Score,,4.481,a. Index of Multiple Deprivation (IMD)
E01004016,2019,Score,,20.176,a. Index of Multiple Deprivation (IMD)
E01003947,2019,Score,,36.138,a. Index of Multiple Deprivation (IMD)
E01004160,2019,Score,,9.329,a. Index of Multiple Deprivation (IMD)
E01003909,2019,Score,,7.634,a. Index of Multiple Deprivation (IMD)
E01003999,2019,Score,,24.487,a. Index of Multiple Deprivation (IMD)
E01004124,2019,Score,,23.237,a. Index of Multiple Deprivation (IMD)
E01003875,2019,Score,,7.33,a. Index of Multiple Deprivation (IMD)
E01003989,2019,Score,,28.863,a. Index of Multiple Deprivation (IMD)
E01003881,2019,Score,,4.598,a. Index of Multiple Deprivation (IMD)
E01003917,2019,Score,,30.163,a. Index of Multiple Deprivation (IMD)
E01003802,2019,Score,,4.675,a. Index of Multiple Deprivation (IMD)
E01003851,2019,Score,,5.879,a. Index of Multiple Deprivation (IMD)
E01004000,2019,Score,,27.983,a. Index of Multiple Deprivation (IMD)
E01004006,2019,Score,,26.449,a. Index of Multiple Deprivation (IMD)
E01003973,2019,Score,,29.812,a. Index of Multiple Deprivation (IMD)
E01003600,2019,Score,,34.336,a. Index of Multiple Deprivation (IMD)
E01003739,2019,Score,,19.82,a. Index of Multiple Deprivation (IMD)
E01003451,2019,Score,,12.612,a. Index of Multiple Deprivation (IMD)
E01003986,2019,Score,,38.146,a. Index of Multiple Deprivation (IMD)
E01003540,2019,Score,,38.68,a. Index of Multiple Deprivation (IMD)
E01003724,2019,Score,,18.246,a. Index of Multiple Deprivation (IMD)
E01003679,2019,Score,,9.012,a. Index of Multiple Deprivation (IMD)
E01000285,2019,Score,,15.134,a. Index of Multiple Deprivation (IMD)
E01000169,2019,Score,,13.226,a. Index of Multiple Deprivation (IMD)
E01000189,2019,Score,,24.526,a. Index of Multiple Deprivation (IMD)
E01000363,2019,Score,,9.306,a. Index of Multiple Deprivation (IMD)
E01002553,2019,Score,,36.121,a. Index of Multiple Deprivation (IMD)
E01002562,2019,Score,,32.826,a. Index of Multiple Deprivation (IMD)
E01000337,2019,Score,,19.57,a. Index of Multiple Deprivation (IMD)
E01002506,2019,Score,,32.981,a. Index of Multiple Deprivation (IMD)
E01004228,2019,Score,,21.888,a. Index of Multiple Deprivation (IMD)
E01000128,2019,Score,,27.055,a. Index of Multiple Deprivation (IMD)
E01004185,2019,Score,,43.208,a. Index of Multiple Deprivation (IMD)
E01004212,2019,Score,,24.876,a. Index of Multiple Deprivation (IMD)
E01000141,2019,Score,,28.797,a. Index of Multiple Deprivation (IMD)
E01003703,2019,Score,,14.522,a. Index of Multiple Deprivation (IMD)
E01000268,2019,Score,,15.262,a. Index of Multiple Deprivation (IMD)
E01002743,2019,Score,,19.06,a. Index of Multiple Deprivation (IMD)
E01002745,2019,Score,,15.807,a. Index of Multiple Deprivation (IMD)
E01002674,2019,Score,,14.573,a. Index of Multiple Deprivation (IMD)
E01002689,2019,Score,,19.261,a. Index of Multiple Deprivation (IMD)
E01003922,2019,Score,,30.64,a. Index of Multiple Deprivation (IMD)
E01003845,2019,Score,,9.314,a. Index of Multiple Deprivation (IMD)
E01002865,2019,Score,,7.26,a. Index of Multiple Deprivation (IMD)
E01002884,2019,Score,,21.59,a. Index of Multiple Deprivation (IMD)
E01002583,2019,Score,,23.659,a. Index of Multiple Deprivation (IMD)
E01002609,2019,Score,,15.969,a. Index of Multiple Deprivation (IMD)
E01002568,2019,Score,,31.74,a. Index of Multiple Deprivation (IMD)
E01002579,2019,Score,,9.854,a. Index of Multiple Deprivation (IMD)
E01002639,2019,Score,,14.789,a. Index of Multiple Deprivation (IMD)
E01002652,2019,Score,,18.402,a. Index of Multiple Deprivation (IMD)
E01002614,2019,Score,,14.622,a. Index of Multiple Deprivation (IMD)
E01013134,2019,Score,,27.262,a. Index of Multiple Deprivation (IMD)
E01013560,2019,Score,,3.795,a. Index of Multiple Deprivation (IMD)
E01013366,2019,Score,,28.686,a. Index of Multiple Deprivation (IMD)
E01013066,2019,Score,,2.024,a. Index of Multiple Deprivation (IMD)
E01015706,2019,Score,,8.868,a. Index of Multiple Deprivation (IMD)
E01028382,2019,Score,,1.509,a. Index of Multiple Deprivation (IMD)
E01013581,2019,Score,,34.423,a. Index of Multiple Deprivation (IMD)
E01028330,2019,Score,,4.615,a. Index of Multiple Deprivation (IMD)
E01012721,2019,Score,,77.561,a. Index of Multiple Deprivation (IMD)
E01013588,2019,Score,,39.275,a. Index of Multiple Deprivation (IMD)
E01012662,2019,Score,,37.608,a. Index of Multiple Deprivation (IMD)
E01011952,2019,Score,,43.049,a. Index of Multiple Deprivation (IMD)
E01013597,2019,Score,,40.241,a. Index of Multiple Deprivation (IMD)
E01013537,2019,Score,,23.02,a. Index of Multiple Deprivation (IMD)
E01013373,2019,Score,,12.876,a. Index of Multiple Deprivation (IMD)
E01013668,2019,Score,,17.392,a. Index of Multiple Deprivation (IMD)
E01013673,2019,Score,,48.053,a. Index of Multiple Deprivation (IMD)
E01013880,2019,Score,,60.556,a. Index of Multiple Deprivation (IMD)
E01013944,2019,Score,,32.147,a. Index of Multiple Deprivation (IMD)
E01013347,2019,Score,,37.231,a. Index of Multiple Deprivation (IMD)
E01013361,2019,Score,,4.368,a. Index of Multiple Deprivation (IMD)
E01014015,2019,Score,,23.374,a. Index of Multiple Deprivation (IMD)
E01014025,2019,Score,,21.362,a. Index of Multiple Deprivation (IMD)
E01013404,2019,Score,,21.602,a. Index of Multiple Deprivation (IMD)
E01015717,2019,Score,,19.615,a. Index of Multiple Deprivation (IMD)
E01028318,2019,Score,,41.787,a. Index of Multiple Deprivation (IMD)
E01015542,2019,Score,,46.335,a. Index of Multiple Deprivation (IMD)
E01014053,2019,Score,,16.847,a. Index of Multiple Deprivation (IMD)
E01014072,2019,Score,,27.331,a. Index of Multiple Deprivation (IMD)
E01015476,2019,Score,,35.043,a. Index of Multiple Deprivation (IMD)
E01013712,2019,Score,,11.597,a. Index of Multiple Deprivation (IMD)
E01013770,2019,Score,,21.192,a. Index of Multiple Deprivation (IMD)
E01012244,2019,Score,,9.731,a. Index of Multiple Deprivation (IMD)
E01011799,2019,Score,,21.565,a. Index of Multiple Deprivation (IMD)
E01012186,2019,Score,,15.608,a. Index of Multiple Deprivation (IMD)
E01012197,2019,Score,,27.935,a. Index of Multiple Deprivation (IMD)
E01013618,2019,Score,,27.035,a. Index of Multiple Deprivation (IMD)
E01013625,2019,Score,,29.768,a. Index of Multiple Deprivation (IMD)
E01012232,2019,Score,,8.136,a. Index of Multiple Deprivation (IMD)
E01012167,2019,Score,,26.231,a. Index of Multiple Deprivation (IMD)
E01012371,2019,Score,,14.558,a. Index of Multiple Deprivation (IMD)
E01012272,2019,Score,,17.235,a. Index of Multiple Deprivation (IMD)
E01011800,2019,Score,,11.168,a. Index of Multiple Deprivation (IMD)
E01011753,2019,Score,,25.449,a. Index of Multiple Deprivation (IMD)
E01012177,2019,Score,,9.599,a. Index of Multiple Deprivation (IMD)
E01012454,2019,Score,,25.241,a. Index of Multiple Deprivation (IMD)
E01012158,2019,Score,,7.33,a. Index of Multiple Deprivation (IMD)
E01012376,2019,Score,,6.861,a. Index of Multiple Deprivation (IMD)
E01012870,2019,Score,,27.103,a. Index of Multiple Deprivation (IMD)
E01012035,2019,Score,,32.398,a. Index of Multiple Deprivation (IMD)
E01012730,2019,Score,,18.756,a. Index of Multiple Deprivation (IMD)
E01011855,2019,Score,,18.586,a. Index of Multiple Deprivation (IMD)
E01011769,2019,Score,,9.068,a. Index of Multiple Deprivation (IMD)
E01012940,2019,Score,,15.682,a. Index of Multiple Deprivation (IMD)
E01012820,2019,Score,,24.936,a. Index of Multiple Deprivation (IMD)
E01013685,2019,Score,,12.497,a. Index of Multiple Deprivation (IMD)
E01013693,2019,Score,,72.55,a. Index of Multiple Deprivation (IMD)
E01012938,2019,Score,,28.261,a. Index of Multiple Deprivation (IMD)
E01012481,2019,Score,,24.086,a. Index of Multiple Deprivation (IMD)
E01012697,2019,Score,,35.849,a. Index of Multiple Deprivation (IMD)
E01019903,2019,Score,,14.782,a. Index of Multiple Deprivation (IMD)
E01019965,2019,Score,,8.318,a. Index of Multiple Deprivation (IMD)
E01019969,2019,Score,,11.908,a. Index of Multiple Deprivation (IMD)
E01019940,2019,Score,,6.425,a. Index of Multiple Deprivation (IMD)
E01019587,2019,Score,,6.041,a. Index of Multiple Deprivation (IMD)
E01019606,2019,Score,,4.339,a. Index of Multiple Deprivation (IMD)
E01019545,2019,Score,,15.075,a. Index of Multiple Deprivation (IMD)
E01019560,2019,Score,,24.964,a. Index of Multiple Deprivation (IMD)
E01026567,2019,Score,,4.58,a. Index of Multiple Deprivation (IMD)
E01019171,2019,Score,,32.744,a. Index of Multiple Deprivation (IMD)
E01019244,2019,Score,,6.904,a. Index of Multiple Deprivation (IMD)
E01026672,2019,Score,,14.637,a. Index of Multiple Deprivation (IMD)
E01019151,2019,Score,,20.841,a. Index of Multiple Deprivation (IMD)
E01019922,2019,Score,,26.074,a. Index of Multiple Deprivation (IMD)
E01019535,2019,Score,,12.463,a. Index of Multiple Deprivation (IMD)
E01019304,2019,Score,,19.012,a. Index of Multiple Deprivation (IMD)
E01020367,2019,Score,,7.847,a. Index of Multiple Deprivation (IMD)
E01020386,2019,Score,,4.791,a. Index of Multiple Deprivation (IMD)
E01019908,2019,Score,,12.365,a. Index of Multiple Deprivation (IMD)
E01020349,2019,Score,,10.038,a. Index of Multiple Deprivation (IMD)
E01020030,2019,Score,,20.236,a. Index of Multiple Deprivation (IMD)
E01020082,2019,Score,,17.062,a. Index of Multiple Deprivation (IMD)
E01020398,2019,Score,,15.709,a. Index of Multiple Deprivation (IMD)
E01020011,2019,Score,,9.184,a. Index of Multiple Deprivation (IMD)
E01025281,2019,Score,,8.296,a. Index of Multiple Deprivation (IMD)
E01025407,2019,Score,,27.611,a. Index of Multiple Deprivation (IMD)
E01025444,2019,Score,,21.059,a. Index of Multiple Deprivation (IMD)
E01025347,2019,Score,,10.977,a. Index of Multiple Deprivation (IMD)
E01019724,2019,Score,,21.167,a. Index of Multiple Deprivation (IMD)
E01025380,2019,Score,,6.235,a. Index of Multiple Deprivation (IMD)
E01019921,2019,Score,,9,a. Index of Multiple Deprivation (IMD)
E01026523,2019,Score,,22.197,a. Index of Multiple Deprivation (IMD)
E01026638,2019,Score,,24.861,a. Index of Multiple Deprivation (IMD)
E01018653,2019,Score,,2.362,a. Index of Multiple Deprivation (IMD)
E01018718,2019,Score,,9.496,a. Index of Multiple Deprivation (IMD)
E01020113,2019,Score,,38.16,a. Index of Multiple Deprivation (IMD)
E01020121,2019,Score,,15.146,a. Index of Multiple Deprivation (IMD)
E01026534,2019,Score,,17.474,a. Index of Multiple Deprivation (IMD)
E01026511,2019,Score,,22.251,a. Index of Multiple Deprivation (IMD)
E01029523,2019,Score,,5.483,a. Index of Multiple Deprivation (IMD)
E01029531,2019,Score,,5.348,a. Index of Multiple Deprivation (IMD)
E01029478,2019,Score,,9.776,a. Index of Multiple Deprivation (IMD)
E01029519,2019,Score,,10.814,a. Index of Multiple Deprivation (IMD)
E01026736,2019,Score,,28.348,a. Index of Multiple Deprivation (IMD)
E01026532,2019,Score,,12.215,a. Index of Multiple Deprivation (IMD)
E01018621,2019,Score,,5.419,a. Index of Multiple Deprivation (IMD)
E01019312,2019,Score,,8.449,a. Index of Multiple Deprivation (IMD)
E01018791,2019,Score,,20.062,a. Index of Multiple Deprivation (IMD)
E01018815,2019,Score,,26.062,a. Index of Multiple Deprivation (IMD)
E01019543,2019,Score,,36.31,a. Index of Multiple Deprivation (IMD)
E01018780,2019,Score,,24.136,a. Index of Multiple Deprivation (IMD)
E01026618,2019,Score,,20.804,a. Index of Multiple Deprivation (IMD)
E01019106,2019,Score,,9.52,a. Index of Multiple Deprivation (IMD)
E01018840,2019,Score,,18.689,a. Index of Multiple Deprivation (IMD)
E01026673,2019,Score,,11.573,a. Index of Multiple Deprivation (IMD)
E01026688,2019,Score,,46.147,a. Index of Multiple Deprivation (IMD)
E01020165,2019,Score,,4.245,a. Index of Multiple Deprivation (IMD)
E01020224,2019,Score,,18.841,a. Index of Multiple Deprivation (IMD)
E01026715,2019,Score,,20.794,a. Index of Multiple Deprivation (IMD)
E01019410,2019,Score,,10.153,a. Index of Multiple Deprivation (IMD)
E01026694,2019,Score,,27.097,a. Index of Multiple Deprivation (IMD)
E01021691,2019,Score,,11.904,a. Index of Multiple Deprivation (IMD)
E01021642,2019,Score,,24.756,a. Index of Multiple Deprivation (IMD)
E01023972,2019,Score,,27.56,a. Index of Multiple Deprivation (IMD)
E01021552,2019,Score,,11.955,a. Index of Multiple Deprivation (IMD)
E01022256,2019,Score,,30.953,a. Index of Multiple Deprivation (IMD)
E01022334,2019,Score,,18.69,a. Index of Multiple Deprivation (IMD)
E01021535,2019,Score,,14.312,a. Index of Multiple Deprivation (IMD)
E01022243,2019,Score,,25.13,a. Index of Multiple Deprivation (IMD)
E01024382,2019,Score,,20.751,a. Index of Multiple Deprivation (IMD)
E01024286,2019,Score,,8.673,a. Index of Multiple Deprivation (IMD)
E01024339,2019,Score,,25.028,a. Index of Multiple Deprivation (IMD)
E01021513,2019,Score,,9.456,a. Index of Multiple Deprivation (IMD)
E01021599,2019,Score,,9.702,a. Index of Multiple Deprivation (IMD)
E01024058,2019,Score,,11.191,a. Index of Multiple Deprivation (IMD)
E01024023,2019,Score,,17.844,a. Index of Multiple Deprivation (IMD)
E01022119,2019,Score,,4.376,a. Index of Multiple Deprivation (IMD)
E01022157,2019,Score,,32.506,a. Index of Multiple Deprivation (IMD)
E01019140,2019,Score,,68.578,a. Index of Multiple Deprivation (IMD)
E01018880,2019,Score,,22.456,a. Index of Multiple Deprivation (IMD)
E01020269,2019,Score,,36.43,a. Index of Multiple Deprivation (IMD)
E01020277,2019,Score,,37.014,a. Index of Multiple Deprivation (IMD)
E01022164,2019,Score,,34.926,a. Index of Multiple Deprivation (IMD)
E01022206,2019,Score,,11.697,a. Index of Multiple Deprivation (IMD)
E01021849,2019,Score,,24.489,a. Index of Multiple Deprivation (IMD)
E01021861,2019,Score,,27.992,a. Index of Multiple Deprivation (IMD)
E01022344,2019,Score,,20.001,a. Index of Multiple Deprivation (IMD)
E01021793,2019,Score,,9.059,a. Index of Multiple Deprivation (IMD)
E01018936,2019,Score,,18.52,a. Index of Multiple Deprivation (IMD)
E01022199,2019,Score,,9.386,a. Index of Multiple Deprivation (IMD)
E01021885,2019,Score,,9.909,a. Index of Multiple Deprivation (IMD)
E01024235,2019,Score,,8.972,a. Index of Multiple Deprivation (IMD)
E01024228,2019,Score,,19.348,a. Index of Multiple Deprivation (IMD)
E01020289,2019,Score,,24.585,a. Index of Multiple Deprivation (IMD)
E01020332,2019,Score,,18.902,a. Index of Multiple Deprivation (IMD)
E01024275,2019,Score,,7.415,a. Index of Multiple Deprivation (IMD)
E01023844,2019,Score,,39.977,a. Index of Multiple Deprivation (IMD)
E01023874,2019,Score,,17.21,a. Index of Multiple Deprivation (IMD)
E01024247,2019,Score,,37.899,a. Index of Multiple Deprivation (IMD)
E01019666,2019,Score,,34.006,a. Index of Multiple Deprivation (IMD)
E01019674,2019,Score,,15.97,a. Index of Multiple Deprivation (IMD)
E01020104,2019,Score,,30.6,a. Index of Multiple Deprivation (IMD)
E01019649,2019,Score,,20.57,a. Index of Multiple Deprivation (IMD)
E01020232,2019,Score,,16.662,a. Index of Multiple Deprivation (IMD)
E01020280,2019,Score,,41.846,a. Index of Multiple Deprivation (IMD)
E01019717,2019,Score,,25.268,a. Index of Multiple Deprivation (IMD)
E01024193,2019,Score,,48.24,a. Index of Multiple Deprivation (IMD)
E01024200,2019,Score,,22.517,a. Index of Multiple Deprivation (IMD)
E01024092,2019,Score,,29.198,a. Index of Multiple Deprivation (IMD)
E01024130,2019,Score,,14.298,a. Index of Multiple Deprivation (IMD)
E01021776,2019,Score,,25.623,a. Index of Multiple Deprivation (IMD)
E01021647,2019,Score,,16.455,a. Index of Multiple Deprivation (IMD)
E01021660,2019,Score,,12.715,a. Index of Multiple Deprivation (IMD)
E01024356,2019,Score,,18.562,a. Index of Multiple Deprivation (IMD)
E01023723,2019,Score,,16.707,a. Index of Multiple Deprivation (IMD)
E01022481,2019,Score,,12.824,a. Index of Multiple Deprivation (IMD)
E01024048,2019,Score,,20.572,a. Index of Multiple Deprivation (IMD)
E01023921,2019,Score,,23.061,a. Index of Multiple Deprivation (IMD)
E01022547,2019,Score,,8.236,a. Index of Multiple Deprivation (IMD)
E01022550,2019,Score,,34.369,a. Index of Multiple Deprivation (IMD)
E01022525,2019,Score,,10.446,a. Index of Multiple Deprivation (IMD)
E01021443,2019,Score,,19.506,a. Index of Multiple Deprivation (IMD)
E01021331,2019,Score,,15.271,a. Index of Multiple Deprivation (IMD)
E01024394,2019,Score,,8.059,a. Index of Multiple Deprivation (IMD)
E01021314,2019,Score,,42.678,a. Index of Multiple Deprivation (IMD)
E01021692,2019,Score,,6.644,a. Index of Multiple Deprivation (IMD)
E01021850,2019,Score,,24.648,a. Index of Multiple Deprivation (IMD)
E01021273,2019,Score,,34.086,a. Index of Multiple Deprivation (IMD)
E01021673,2019,Score,,4.159,a. Index of Multiple Deprivation (IMD)
E01020960,2019,Score,,14.864,a. Index of Multiple Deprivation (IMD)
E01021097,2019,Score,,19.695,a. Index of Multiple Deprivation (IMD)
E01021240,2019,Score,,6.408,a. Index of Multiple Deprivation (IMD)
E01021256,2019,Score,,6.077,a. Index of Multiple Deprivation (IMD)
E01021330,2019,Score,,13.027,a. Index of Multiple Deprivation (IMD)
E01021527,2019,Score,,7.421,a. Index of Multiple Deprivation (IMD)
E01021498,2019,Score,,23.802,a. Index of Multiple Deprivation (IMD)
E01021884,2019,Score,,14.951,a. Index of Multiple Deprivation (IMD)
E01021910,2019,Score,,12.532,a. Index of Multiple Deprivation (IMD)
E01021164,2019,Score,,14.309,a. Index of Multiple Deprivation (IMD)
E01021193,2019,Score,,15.326,a. Index of Multiple Deprivation (IMD)
E01023279,2019,Score,,3.219,a. Index of Multiple Deprivation (IMD)
E01023270,2019,Score,,3.977,a. Index of Multiple Deprivation (IMD)
E01021759,2019,Score,,11.381,a. Index of Multiple Deprivation (IMD)
E01021763,2019,Score,,11.016,a. Index of Multiple Deprivation (IMD)
E01021756,2019,Score,,9.849,a. Index of Multiple Deprivation (IMD)
E01021610,2019,Score,,8.436,a. Index of Multiple Deprivation (IMD)
E01021862,2019,Score,,24.119,a. Index of Multiple Deprivation (IMD)
E01021740,2019,Score,,10.119,a. Index of Multiple Deprivation (IMD)
E01021786,2019,Score,,6.24,a. Index of Multiple Deprivation (IMD)
E01021789,2019,Score,,6.832,a. Index of Multiple Deprivation (IMD)
E01021639,2019,Score,,25.802,a. Index of Multiple Deprivation (IMD)
E01020719,2019,Score,,4.011,a. Index of Multiple Deprivation (IMD)
E01020613,2019,Score,,6.608,a. Index of Multiple Deprivation (IMD)
E01020476,2019,Score,,16.713,a. Index of Multiple Deprivation (IMD)
E01020491,2019,Score,,11.184,a. Index of Multiple Deprivation (IMD)
E01020816,2019,Score,,53.052,a. Index of Multiple Deprivation (IMD)
E01020735,2019,Score,,23.008,a. Index of Multiple Deprivation (IMD)
E01020903,2019,Score,,23.08,a. Index of Multiple Deprivation (IMD)
E01020716,2019,Score,,44.593,a. Index of Multiple Deprivation (IMD)
E01020511,2019,Score,,11.353,a. Index of Multiple Deprivation (IMD)
E01021696,2019,Score,,51.665,a. Index of Multiple Deprivation (IMD)
E01020426,2019,Score,,5.582,a. Index of Multiple Deprivation (IMD)
E01020510,2019,Score,,16.37,a. Index of Multiple Deprivation (IMD)
E01020562,2019,Score,,18.161,a. Index of Multiple Deprivation (IMD)
E01020584,2019,Score,,22.498,a. Index of Multiple Deprivation (IMD)
E01021700,2019,Score,,42.416,a. Index of Multiple Deprivation (IMD)
E01020912,2019,Score,,45.996,a. Index of Multiple Deprivation (IMD)
E01021130,2019,Score,,15.043,a. Index of Multiple Deprivation (IMD)
E01020890,2019,Score,,20.914,a. Index of Multiple Deprivation (IMD)
E01020845,2019,Score,,36.427,a. Index of Multiple Deprivation (IMD)
E01021487,2019,Score,,19.432,a. Index of Multiple Deprivation (IMD)
E01021374,2019,Score,,22.903,a. Index of Multiple Deprivation (IMD)
E01021387,2019,Score,,17.293,a. Index of Multiple Deprivation (IMD)
E01021160,2019,Score,,13.382,a. Index of Multiple Deprivation (IMD)
E01020851,2019,Score,,10.085,a. Index of Multiple Deprivation (IMD)
E01020823,2019,Score,,44.369,a. Index of Multiple Deprivation (IMD)
E01020646,2019,Score,,22.817,a. Index of Multiple Deprivation (IMD)
E01020770,2019,Score,,34.291,a. Index of Multiple Deprivation (IMD)
E01020850,2019,Score,,8.857,a. Index of Multiple Deprivation (IMD)
E01020924,2019,Score,,22.428,a. Index of Multiple Deprivation (IMD)
E01020394,2019,Score,,23.093,a. Index of Multiple Deprivation (IMD)
E01028952,2019,Score,,5.782,a. Index of Multiple Deprivation (IMD)
E01029076,2019,Score,,7.648,a. Index of Multiple Deprivation (IMD)
E01028888,2019,Score,,19.555,a. Index of Multiple Deprivation (IMD)
E01028893,2019,Score,,23.388,a. Index of Multiple Deprivation (IMD)
E01029074,2019,Score,,4.645,a. Index of Multiple Deprivation (IMD)
E01029215,2019,Score,,18.61,a. Index of Multiple Deprivation (IMD)
E01028964,2019,Score,,1.869,a. Index of Multiple Deprivation (IMD)
